Address Text,Matched,Match Score,Match Text,Match Type,Match Id,MatchXCoordinate,MatchYCoordinate,MatchLatitude,MatchLongitude,Match Codes,Address,Street #,Street Name,Street suffix,Unit #,ZIP,unit_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121 Portland Street #301 02114,True,10,"121-127 Portland St #301, Boston, MA 02114",Address,424387,774933.241565421,2957831.77255858,42.36360204,-71.060542,"STREET_EXACT,ADDRESS_STRICT,ADDRESS_ZIPCODE_MATCH,ADDRESS_UNIT_NUMBER_MATCH,ADDRESS_NEIGHBORHOOD_MATCH,ADDRESS_WITHIN_RANGE,ADDRESS_SAME_SIDE,XY_IMPROVEMENT",121 Portland Street #301 02114,121,Portland,Street,301,2114,#301 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121 Portland Street #308 02114,True,10,"121-127 Portland St #308, Boston, MA 02114",Address,424394,774933.241565421,2957831.77255858,42.36360204,-71.060542,"STREET_EXACT,ADDRESS_STRICT,ADDRESS_ZIPCODE_MATCH,ADDRESS_UNIT_NUMBER_MATCH,ADDRESS_NEIGHBORHOOD_MATCH,ADDRESS_WITHIN_RANGE,ADDRESS_SAME_SIDE,XY_IMPROVEMENT",121 Portland Street #308 02114,121,Portland,Street,308,2114,#308 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121 Portland Street #402 02114,True,10,"121-127 Portland St #402, Boston, MA 02114",Address,424397,774933.241565421,2957831.77255858,42.36360204,-71.060542,"STREET_EXACT,ADDRESS_STRICT,ADDRESS_ZIPCODE_MATCH,ADDRESS_UNIT_NUMBER_MATCH,ADDRESS_NEIGHBORHOOD_MATCH,ADDRESS_WITHIN_RANGE,ADDRESS_SAME_SIDE,XY_IMPROVEMENT",121 Portland Street #402 02114,121,Portland,Street,402,2114,#402 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121 Portland Street #410 02114,True,10,"121-127 Portland St #410, Boston, MA 02114",Address,424405,774933.241565421,2957831.77255858,42.36360204,-71.060542,"STREET_EXACT,ADDRESS_STRICT,ADDRESS_ZIPCODE_MATCH,ADDRESS_UNIT_NUMBER_MATCH,ADDRESS_NEIGHBORHOOD_MATCH,ADDRESS_WITHIN_RANGE,ADDRESS_SAME_SIDE,XY_IMPROVEMENT",121 Portland Street #410 02114,121,Portland,Street,410,2114,#410 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121 Portland Street #510 02114,True,10,"121-127 Portland St #510, Boston, MA 02114",Address,424415,774933.241565421,2957831.77255858,42.36360204,-71.060542,"STREET_EXACT,ADDRESS_STRICT,ADDRESS_ZIPCODE_MATCH,ADDRESS_UNIT_NUMBER_MATCH,ADDRESS_NEIGHBORHOOD_MATCH,ADDRESS_WITHIN_RANGE,ADDRESS_SAME_SIDE,XY_IMPROVEMENT",121 Portland Street #510 02114,121,Portland,Street,510,2114,#510 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121 Portland Street #610 02114,True,10,"121-127 Portland St #610, Boston, MA 02114",Address,424426,774933.241565421,2957831.77255858,42.36360204,-71.060542,"STREET_EXACT,ADDRESS_STRICT,ADDRESS_ZIPCODE_MATCH,ADDRESS_UNIT_NUMBER_MATCH,ADDRESS_NEIGHBORHOOD_MATCH,ADDRESS_WITHIN_RANGE,ADDRESS_SAME_SIDE,XY_IMPROVEMENT",121 Portland Street #610 02114,121,Portland,Street,610,2114,#610 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44 Prince Street #102 02113,True,10,"44 Prince St #102, Boston, MA 02113",Address,112894,776462.392510846,2958192.46955092,42.36457004,-71.054877,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",44 Prince Street #102 02113,44,Prince,Street,102,2113,#102 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44 Prince Street #108 02113,True,10,"44 Prince St #108, Boston, MA 02113",Address,112898,776462.392510846,2958192.46955092,42.36457004,-71.054877,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",44 Prince Street #108 02113,44,Prince,Street,108,2113,#108 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44 Prince Street #208 02113,True,10,"44 Prince St #208, Boston, MA 02113",Address,112908,776462.392510846,2958192.46955092,42.36457004,-71.054877,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",44 Prince Street #208 02113,44,Prince,Street,208,2113,#208 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44 Prince Street #209 02109,True,5,"44 Prince St #209, Boston, MA 02113",Address,112909,776462.392510846,2958192.46955092,42.36457004,-71.054877,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",44 Prince Street #209 02109,44,Prince,Street,209,2109,#209 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44 Prince Street #212 02113,True,10,"44 Prince St #212, Boston, MA 02113",Address,112912,776462.392510846,2958192.46955092,42.36457004,-71.054877,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",44 Prince Street #212 02113,44,Prince,Street,212,2113,#212 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44 Prince Street #312 02113,True,10,"44 Prince St #312, Boston, MA 02113",Address,112923,776462.392510846,2958192.46955092,42.36457004,-71.054877,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",44 Prince Street #312 02113,44,Prince,Street,312,2113,#312 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Prospect Street #NA 02129,True,5,"29 Prospect St, Charlestown, MA 02129",Address,113466,775602.74876605,2962251.39512269,42.375720041,-71.05798,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",29 Prospect Street #NA 02129,29,Prospect,Street,NA,2129,#NA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64A Regent Street #64-2 02119,True,5,"64A Regent St, Roxbury, MA 02119",Address,374329,768025.932353747,2943336.01327831,42.32392004,-71.08636,"STREET_EXACT,ADDRESS_STRICT,ADDRESS_ZIPCODE_MATCH,ADDRESS_NEIGHBORHOOD_MATCH,XY_IMPROVEMENT",64A Regent Street #64-2 02119,64A,Regent,Street,64-2,2119,#64-2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64B Regent Street #64-1 02119,False,0,,Did Not Match,-1,-1,-1,0,0,"STREET_EXACT,ADDRESS_NONE,XY_IMPROVEMENT",64B Regent Street #64-1 02119,64B,Regent,Street,64-1,2119,#64-1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66A Regent Street #66-2 02119,False,0,,Did Not Match,-1,-1,-1,0,0,"STREET_EXACT,ADDRESS_NONE,XY_IMPROVEMENT",66A Regent Street #66-2 02119,66A,Regent,Street,66-2,2119,#66-2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66B Regent Street #66-1 02119,True,5,"66B Regent St #B, Roxbury, MA 02119",Address,374330,768009.777563351,2943321.35790989,42.32388004,-71.08642,"STREET_EXACT,ADDRESS_STRICT,ADDRESS_ZIPCODE_MATCH,ADDRESS_NEIGHBORHOOD_MATCH,XY_IMPROVEMENT",66B Regent Street #66-1 02119,66B,Regent,Street,66-1,2119,#66-1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Robert Street #2 02131,False,0,,Did Not Match,-1,-1,-1,0,0,"STREET_EXACT,ADDRESS_NONE,XY_NONE",18 Robert Street #2 02131,18,Robert,Street,2,2131,#2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Rockland Street #1 02119,True,10,"20 Rockland St #1, Roxbury, MA 02119",Address,117681,768746.238871664,2942585.15632038,42.32185004,-71.083709999,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",20 Rockland Street #1 02119,20,Rockland,Street,1,2119,#1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Rockland Street #2 02119,True,10,"20 Rockland St #2, Roxbury, MA 02119",Address,117682,768746.238871664,2942585.15632038,42.32185004,-71.083709999,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",20 Rockland Street #2 02119,20,Rockland,Street,2,2119,#2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Rockland Street #3 02119,True,10,"20 Rockland St #3, Roxbury, MA 02119",Address,117683,768746.238871664,2942585.15632038,42.32185004,-71.083709999,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT,DUPLICATE_ADDRESS_TEXT",20 Rockland Street #3 02119,20,Rockland,Street,3,2119,#3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 Rowe Court #8 02131,True,10,"8 Rowe Ct #8, Roslindale, MA 02131",Address,118974,758951.519246548,2927270.09285012,42.279950041,-71.12018,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",8 Rowe Court #8 02131,8,Rowe,Court,8,2131,#8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Rowe Court #10 02131,True,10,"10 Rowe Ct #10, Roslindale, MA 02131",Address,118969,758940.98679854,2927204.44997005,42.27977004,-71.12022,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",10 Rowe Court #10 02131,10,Rowe,Court,10,2131,#10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463 Rutherford Avenue #201 02129,True,5,"463 Rutherford Ave, Charlestown, MA 02129",Address,352179,772006.760207194,2964115.1813326,42.380884649,-71.071253465,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",463 Rutherford Avenue #201 02129,463,Rutherford,Avenue,201,2129,#201 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463 Rutherford Avenue #203 02129,True,5,"463 Rutherford Ave, Charlestown, MA 02129",Address,352179,772006.760207194,2964115.1813326,42.380884649,-71.071253465,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",463 Rutherford Avenue #203 02129,463,Rutherford,Avenue,203,2129,#203 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Saint George Street #1A 02118,True,10,"1 Saint George St #1A, Roxbury, MA 02118",Address,121023,772003.990618706,2948716.3642941,42.33863004,-71.07155,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",1 Saint George Street #1A 02118,1,Saint George,Street,1A,2118,#1A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Saint George Street #1B 02118,True,10,"1 Saint George St #1B, Roxbury, MA 02118",Address,121024,772003.990618706,2948716.3642941,42.33863004,-71.07155,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",1 Saint George Street #1B 02118,1,Saint George,Street,1B,2118,#1B ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Saint George Street #2A 02118,True,10,"1 Saint George St #2A, Roxbury, MA 02118",Address,121026,772003.990618706,2948716.3642941,42.33863004,-71.07155,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",1 Saint George Street #2A 02118,1,Saint George,Street,2A,2118,#2A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Saint George Street #2B 02118,True,10,"1 Saint George St #2B, Roxbury, MA 02118",Address,121027,772003.990618706,2948716.3642941,42.33863004,-71.07155,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",1 Saint George Street #2B 02118,1,Saint George,Street,2B,2118,#2B ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Saint George Street #3A 02118,True,10,"1 Saint George St #3A, Roxbury, MA 02118",Address,121029,772003.990618706,2948716.3642941,42.33863004,-71.07155,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",1 Saint George Street #3A 02118,1,Saint George,Street,3A,2118,#3A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Saint George Street #4C 02118,True,10,"1 Saint George St #4C, Roxbury, MA 02118",Address,121034,772003.990618706,2948716.3642941,42.33863004,-71.07155,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",1 Saint George Street #4C 02118,1,Saint George,Street,4C,2118,#4C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Saint George Street #5A 02118,True,10,"1 Saint George St #5A, Roxbury, MA 02118",Address,121035,772003.990618706,2948716.3642941,42.33863004,-71.07155,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",1 Saint George Street #5A 02118,1,Saint George,Street,5A,2118,#5A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Saint George Street #101 02118,True,5,"10 Saint George St, Roxbury, MA 02118",Address,157530,771883.142346895,2948625.32986647,42.338381903,-71.071998665,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",10 Saint George Street #101 02118,10,Saint George,Street,101,2118,#101 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Saint George Street #105 02118,True,5,"10 Saint George St, Roxbury, MA 02118",Address,157530,771883.142346895,2948625.32986647,42.338381903,-71.071998665,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",10 Saint George Street #105 02118,10,Saint George,Street,105,2118,#105 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Saint George Street #201 02118,True,5,"10 Saint George St, Roxbury, MA 02118",Address,157530,771883.142346895,2948625.32986647,42.338381903,-71.071998665,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",10 Saint George Street #201 02118,10,Saint George,Street,201,2118,#201 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Saint George Street #305 02118,True,5,"10 Saint George St, Roxbury, MA 02118",Address,157530,771883.142346895,2948625.32986647,42.338381903,-71.071998665,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",10 Saint George Street #305 02118,10,Saint George,Street,305,2118,#305 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Saint George Street #11A 02118,True,10,"11 Saint George St #11A, Roxbury, MA 02118",Address,121039,771845.190234557,2948573.44054996,42.33824004,-71.07214,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",11 Saint George Street #11A 02118,11,Saint George,Street,11A,2118,#11A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Saint George Street #11B 02118,True,10,"11 Saint George St #11B, Roxbury, MA 02118",Address,121040,771845.190234557,2948573.44054996,42.33824004,-71.07214,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",11 Saint George Street #11B 02118,11,Saint George,Street,11B,2118,#11B ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Saint George Street #11C 02118,True,10,"11 Saint George St #11C, Roxbury, MA 02118",Address,121041,771845.190234557,2948573.44054996,42.33824004,-71.07214,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",11 Saint George Street #11C 02118,11,Saint George,Street,11C,2118,#11C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Saint George Street #12A 02118,True,10,"11 Saint George St #12A, Roxbury, MA 02118",Address,121042,771845.190234557,2948573.44054996,42.33824004,-71.07214,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",11 Saint George Street #12A 02118,11,Saint George,Street,12A,2118,#12A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Saint George Street #12C 02118,True,10,"11 Saint George St #12C, Roxbury, MA 02118",Address,121044,771845.190234557,2948573.44054996,42.33824004,-71.07214,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",11 Saint George Street #12C 02118,11,Saint George,Street,12C,2118,#12C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Saint George Street #13B 02118,True,10,"11 Saint George St #13B, Roxbury, MA 02118",Address,121046,771845.190234557,2948573.44054996,42.33824004,-71.07214,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",11 Saint George Street #13B 02118,11,Saint George,Street,13B,2118,#13B ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Saint George Street #14B 02118,True,10,"11 Saint George St #14B, Roxbury, MA 02118",Address,121049,771845.190234557,2948573.44054996,42.33824004,-71.07214,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",11 Saint George Street #14B 02118,11,Saint George,Street,14B,2118,#14B ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66 Saint George Street #102 02119,False,0,,Did Not Match,-1,-1,-1,0,0,"STREET_EXACT,ADDRESS_NONE",66 Saint George Street #102 02119,66,Saint George,Street,102,2119,#102 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66 Saint George Street #103 02119,False,0,,Did Not Match,-1,-1,-1,0,0,"STREET_EXACT,ADDRESS_NONE",66 Saint George Street #103 02119,66,Saint George,Street,103,2119,#103 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66 Saint George Street #105 02119,False,0,,Did Not Match,-1,-1,-1,0,0,"STREET_EXACT,ADDRESS_NONE",66 Saint George Street #105 02119,66,Saint George,Street,105,2119,#105 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66 Saint George Street #106 02119,False,0,,Did Not Match,-1,-1,-1,0,0,"STREET_EXACT,ADDRESS_NONE",66 Saint George Street #106 02119,66,Saint George,Street,106,2119,#106 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66 Saint George Street #205 02119,False,0,,Did Not Match,-1,-1,-1,0,0,"STREET_EXACT,ADDRESS_NONE",66 Saint George Street #205 02119,66,Saint George,Street,205,2119,#205 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66 Saint George Street #207 02119,False,0,,Did Not Match,-1,-1,-1,0,0,"STREET_EXACT,ADDRESS_NONE",66 Saint George Street #207 02119,66,Saint George,Street,207,2119,#207 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910 Saratoga Street #3 02128,True,10,"910 Saratoga St #3, East Boston, MA 02128",Address,346698,788234.463337809,2966129.38079031,42.386172093,-71.011150114,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",910 Saratoga Street #3 02128,910,Saratoga,Street,3,2128,#3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910 Saratoga Street #12 02127,True,5,"910 Saratoga St #12, East Boston, MA 02128",Address,346707,788234.463337809,2966129.38079031,42.386172093,-71.011150114,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",910 Saratoga Street #12 02127,910,Saratoga,Street,12,2127,#12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910 Saratoga Street #17 02128,True,10,"910 Saratoga St #17, East Boston, MA 02128",Address,346712,788234.463337809,2966129.38079031,42.386172093,-71.011150114,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",910 Saratoga Street #17 02128,910,Saratoga,Street,17,2128,#17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219 Shawmut Avenue #219-1A 02118,True,10,"219 Shawmut Ave #219-1A, Roxbury, MA 02118",Address,126035,773077.996027693,2950722.49159196,42.34412004,-71.06754,"STREET_EXACT,ADDRESS_STRICT,ADDRESS_ZIPCODE_MATCH,ADDRESS_UNIT_NUMBER_MATCH,ADDRESS_NEIGHBORHOOD_MATCH,ADDRESS_SAME_SIDE,XY_IMPROVEMENT",219 Shawmut Avenue #219-1A 02118,219,Shawmut,Avenue,219-1A,2118,#219-1A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219 Shawmut Avenue #219-1B 02118,True,10,"219 Shawmut Ave #219-1B, Roxbury, MA 02118",Address,126036,773077.996027693,2950722.49159196,42.34412004,-71.06754,"STREET_EXACT,ADDRESS_STRICT,ADDRESS_ZIPCODE_MATCH,ADDRESS_UNIT_NUMBER_MATCH,ADDRESS_NEIGHBORHOOD_MATCH,ADDRESS_SAME_SIDE,XY_IMPROVEMENT",219 Shawmut Avenue #219-1B 02118,219,Shawmut,Avenue,219-1B,2118,#219-1B ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225 Shawmut Avenue #225-1B 02118,True,10,"225 Shawmut Ave #225-1B, Roxbury, MA 02118",Address,126041,773045.610843673,2950711.39440794,42.34409004,-71.06766,"STREET_EXACT,ADDRESS_STRICT,ADDRESS_ZIPCODE_MATCH,ADDRESS_UNIT_NUMBER_MATCH,ADDRESS_NEIGHBORHOOD_MATCH,ADDRESS_SAME_SIDE,XY_IMPROVEMENT",225 Shawmut Avenue #225-1B 02118,225,Shawmut,Avenue,225-1B,2118,#225-1B ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478 Shawmut Avenue #1 02118,True,10,"478 Shawmut Ave #1, Roxbury, MA 02118",Address,126365,770795.78280957,2948648.37443803,42.33846004,-71.076019999,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",478 Shawmut Avenue #1 02118,478,Shawmut,Avenue,1,2118,#1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478 Shawmut Avenue #3 02118,True,10,"478 Shawmut Ave #3, Roxbury, MA 02118",Address,126367,770795.78280957,2948648.37443803,42.33846004,-71.076019999,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",478 Shawmut Avenue #3 02118,478,Shawmut,Avenue,3,2118,#3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478 Shawmut Avenue #4 02118,True,10,"478 Shawmut Ave #4, Roxbury, MA 02118",Address,126368,770795.78280957,2948648.37443803,42.33846004,-71.076019999,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",478 Shawmut Avenue #4 02118,478,Shawmut,Avenue,4,2118,#4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758 Shawmut Avenue #1 02119,True,10,"758 Shawmut Ave #1, Roxbury, MA 02119",Address,126467,768648.255575568,2946206.70909175,42.33178904,-71.084007,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",758 Shawmut Avenue #1 02119,758,Shawmut,Avenue,1,2119,#1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758 Shawmut Avenue #2 02119,True,10,"758 Shawmut Ave #2, Roxbury, MA 02119",Address,126468,768648.255575568,2946206.70909175,42.33178904,-71.084007,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",758 Shawmut Avenue #2 02119,758,Shawmut,Avenue,2,2119,#2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758 Shawmut Avenue #3 02119,True,10,"758 Shawmut Ave #3, Roxbury, MA 02119",Address,126469,768648.255575568,2946206.70909175,42.33178904,-71.084007,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",758 Shawmut Avenue #3 02119,758,Shawmut,Avenue,3,2119,#3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760 Shawmut Avenue #4 02119,True,10,"760 Shawmut Ave #4, Roxbury, MA 02119",Address,126471,768642.088087574,2946196.11046775,42.33176004,-71.08403,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",760 Shawmut Avenue #4 02119,760,Shawmut,Avenue,4,2119,#4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762 Shawmut Avenue #5 02119,True,10,"762 Shawmut Ave #5, Roxbury, MA 02119",Address,126472,768631.379063562,2946174.19264372,42.33170004,-71.08407,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",762 Shawmut Avenue #5 02119,762,Shawmut,Avenue,5,2119,#5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764 Shawmut Avenue #6 02119,True,10,"764 Shawmut Ave #6, Roxbury, MA 02119",Address,126473,768620.634455547,2946159.56317171,42.33166004,-71.08411,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",764 Shawmut Avenue #6 02119,764,Shawmut,Avenue,6,2119,#6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766 Shawmut Avenue #7 02119,True,10,"766 Shawmut Ave #7, Roxbury, MA 02119",Address,126474,768613.413517018,2946113.76457284,42.331534463,-71.084137531,"STREET_EXACT,ADDRESS_EXACT,XY_PARCEL",766 Shawmut Avenue #7 02119,766,Shawmut,Avenue,7,2119,#7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768 Shawmut Avenue #8 02119,True,10,"768 Shawmut Ave #8, Roxbury, MA 02119",Address,126475,768604.553079531,2946130.33062768,42.33158004,-71.08417,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",768 Shawmut Avenue #8 02119,768,Shawmut,Avenue,8,2119,#8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770 Shawmut Avenue #9 02119,True,10,"770 Shawmut Ave #9, Roxbury, MA 02119",Address,126476,768596.503639519,2946117.53651567,42.33154504,-71.084199999,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",770 Shawmut Avenue #9 02119,770,Shawmut,Avenue,9,2119,#9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772 Shawmut Avenue #10 02119,True,10,"772 Shawmut Ave #10, Roxbury, MA 02119",Address,126477,768591.157943517,2946104.75558765,42.33151004,-71.08422,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",772 Shawmut Avenue #10 02119,772,Shawmut,Avenue,10,2119,#10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774 Shawmut Avenue #11 02119,True,10,"774 Shawmut Ave #11, Roxbury, MA 02119",Address,126478,768583.099607512,2946093.78336366,42.33148004,-71.084249999,"STREET_EXACT,ADDRESS_EXACT,XY_IMPROVEMENT",774 Shawmut Avenue #11 02119,774,Shawmut,Avenue,11,2119,#11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
